Unnamed: 0,Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,content-type,connection,lenght,content,URL,url_length,num_question_marks,num_equals,num_percent,num_slash,num_special,true_label,predicted,summary,reasons,impact,suggested_action,confidence
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,167,46,0,0,0,5,0,1,1,Suspicious request → 167 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,207,10501,884,58,0,0,0,6,0,1,1,Suspicious request → 884 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,282,11986,8600,56,0,0,0,6,0,1,1,Suspicious request → 8600 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,12647,411,1,13,15,6,12,1,1,Suspicious request → 12647 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,11053,352,1,13,10,6,12,1,1,Suspicious request → 11053 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,2066,311,1,13,4,6,12,1,1,Suspicious request → 2066 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,316,4393,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,2662,316,1,13,5,6,12,1,1,Suspicious request → 2662 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,8084,128,1,5,2,6,4,1,1,Suspicious request → 8084 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,8330,88,1,1,1,6,0,1,1,Suspicious request → 8330 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10672,96,1,3,0,6,2,1,1,Suspicious request → 10672 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,13474,76,1,1,0,6,0,1,1,Suspicious request → 13474 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,131,9968,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,288,181,8244,66,0,0,0,6,0,1,1,Suspicious request → 8244 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,302,161,8443,57,0,0,0,6,0,1,1,Suspicious request → 8443 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,331,4337,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,127,10036,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,152,7089,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,11009,385,1,13,11,6,12,1,1,Suspicious request → 11009 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,3569,70,0,0,0,6,0,1,1,Suspicious request → 3569 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,3615,76,0,0,0,8,0,1,1,Suspicious request → 3615 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,291,2458,8244,66,0,0,0,6,0,1,1,Suspicious request → 8244 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,13474,76,1,1,0,6,0,1,1,Suspicious request → 13474 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,12409,394,1,13,15,6,12,1,1,Suspicious request → 12409 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,8407,72,1,1,0,6,0,1,1,Suspicious request → 8407 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,7143,123,1,5,0,6,4,1,1,Suspicious request → 7143 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,902,87,0,0,0,7,0,1,1,Suspicious request → 902 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,362,62,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10690,101,1,3,0,6,2,1,1,Suspicious request → 10690 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,209,8620,884,58,0,0,0,6,0,1,1,Suspicious request → 884 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,4,307,3578,57,0,0,0,6,0,1,1,Suspicious request → 3578 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,7403,173,1,5,7,6,4,1,1,Suspicious request → 7403 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,9199,100,1,3,0,6,2,1,1,Suspicious request → 9199 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,8407,72,1,1,0,6,0,1,1,Suspicious request → 8407 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,78,81,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,5650,187,1,5,9,6,4,1,1,Suspicious request → 5650 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,69,86,0,0,0,8,0,1,1,Suspicious request → 69 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,13463,117,1,1,4,6,0,1,1,Suspicious request → 13463 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,305,3048,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,291,2432,8244,66,0,0,0,6,0,1,1,Suspicious request → 8244 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,13474,76,1,1,0,6,0,1,1,Suspicious request → 13474 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,249,42,0,0,0,4,0,1,1,Suspicious request → 249 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,13173,294,1,13,3,6,12,1,1,Suspicious request → 13173 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10937,88,0,0,0,7,0,1,1,Suspicious request → 10937 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,249,42,0,0,0,4,0,1,1,Suspicious request → 249 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,6713,125,1,5,1,6,4,1,1,Suspicious request → 6713 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,5775,126,1,5,1,6,4,1,1,Suspicious request → 5775 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,13474,76,1,1,0,6,0,1,1,Suspicious request → 13474 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,158,10727,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,288,8,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,116,46,0,0,0,5,0,1,1,Suspicious request → 116 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,175,11340,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,357,4409,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,282,7026,8600,56,0,0,0,6,0,1,1,Suspicious request → 8600 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,6837,226,1,5,14,6,4,1,1,Suspicious request → 6837 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,1016,305,1,13,3,6,12,1,1,Suspicious request → 1016 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,7161,204,1,5,11,6,4,1,1,Suspicious request → 7161 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,59,61,0,0,0,6,0,1,1,Suspicious request → 59 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,265,10763,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,140,49,0,0,0,5,0,1,1,Suspicious request → 140 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,32,4946,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,341,270,3578,57,0,0,0,6,0,1,1,Suspicious request → 3578 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,9931,98,1,3,1,6,2,1,1,Suspicious request → 9931 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,7268,127,1,5,0,6,4,1,1,Suspicious request → 7268 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,221,8660,884,58,0,0,0,6,0,1,1,Suspicious request → 884 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,78,81,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,226,163,8443,57,0,0,0,6,0,1,1,Suspicious request → 8443 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,78,81,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,300,56,0,0,0,5,0,1,1,Suspicious request → 300 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10273,98,1,3,1,6,2,1,1,Suspicious request → 10273 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,348,74,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,8516,135,1,1,8,6,0,1,1,Suspicious request → 8516 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
